"","from_name","message","created_time","type","link","story","likes_count","comments_count","shares_count"
"11","報導者 The Reporter","【金門俗諺】「飼一個水在啊，卡贏飼三個後生」

當時，金門縣長陳水在任內實施的各項年金、津貼措施，讓金門老人「人在家中坐，就有錢可領」；現在則是一年三節，55～64歲、曾歷經戰亂的金門居民，可以得到獨有全台的「＃慰助金」。究竟，這福利是怎麼來的呢？

金門之聲 金門生活日常 躍動金門-楊鎮浯 金門部落 ＃金門 ＃政治紅包 ＃年金 ＃報導者","2017-11-08T09:10:01+0000","link","https://www.twreporter.org/a/kinmen-pension",NA,204,4,34
"12","報導者 The Reporter","【#報導者與你聊新聞】那些辛苦掙扎的少年們，你看見了嗎？<U+25B6>http://bit.ly/2zmPT2u

這群少年，因家人貧困、重病、入獄等各種不幸，有人從學習脫隊，有人成為童工或少年工，被雇主或工作環境剝削，貧窮也一代代複製。

今天下午2:20~3:00，#報導者 總主筆李雪莉、記者簡永達，將在「 夏韻芬的理財生活通」，帶你看見台灣如何遺漏這群邊緣少年？社會和企業又如何能為他們打開機會之門？

【收聽前必看專題】廢墟裡的少年 >> http://bit.ly/2zmPT2u

【電台頻道請鎖定】
FM 103.3 台北、基隆、桃園、高雄、屏東、玉里、澎湖
FM 102.9 新竹、苗栗
FM 102.1 台中、南投、台東、花蓮、宜蘭
FM 103.1 嘉義、雲林、台南
FM 107.3 埔里
FM 96.3 金門","2017-11-08T03:15:00+0000","photo","https://www.facebook.com/twreporter/photos/a.1646706185577247.1073741828.1646675415580324/1984166518497877/?type=3",NA,223,2,7
"13","報導者 The Reporter","【哪裡有愛，就在哪裡生根】

沒有選項的人，只要有任何溫柔，他們都可能義無反顧 。「之前我們的宮跟別人起衝突被警察抄，大哥想把宮廟關掉，但我說絕對不能關，因為那裡是我們的根！」

基隆的江江說，對宮廟的忠誠與兄弟間的義氣，是他在非主流社會的通行證，也是他們生存的邏輯。

★更多《#廢墟裡的少年》專題>> http://bit.ly/2zmPT2u
★【#贊助我們】>> http://bit.ly/supporttwreprter

#關鍵時刻如果有人拉他們一把 #舊文值得再回味 ＃Lifeisastruggle #報導者 #黑道 #堂口 #毒品 #詐騙 #非行少年 #少年犯罪","2017-11-07T09:30:00+0000","link","https://www.twreporter.org/a/high-risk-youth-join-gangster",NA,1006,7,143
"14","報導者 The Reporter","【當勞動意識在網路發酵...】

在網路上揭露職場資訊真的有可能改善勞動環境嗎？還是，仍敵不過資方現實世界的攻擊？經營一個職場資訊揭露平台，究竟會遇到多少困難？誰是你的盟友？這些資訊跟雇主品牌又有何干？

qollie - 求職天眼通 自己的假自己救！  比薪水 - 有比較才有進步  批踢踢實業坊(Ptt.cc) 櫃姐der靠北 台灣青年勞動九五聯盟 靠北X聯 揭露22K 台灣工人先鋒協會  GoodJob 好工作評論網 #勞權 ＃勞工 ＃勞動意識 ＃血汗勞工 ＃血汗企業 ＃報導者","2017-11-07T03:28:39+0000","link","https://www.twreporter.org/a/labor-workplace-info-platform",NA,1028,5,143
"15","報導者 The Reporter","【懶人包】一例一休急轉彎 勞權倒退30年！http://bit.ly/2zhJdCh

一例一休才上路沒多久，最近又要大修？而且這次修法竟是又來個倒退嚕，比沒有一例一休的時候更糟糕，跟薪資水準一樣回到30年前？！蔡英文曾說，勞工是她心中最柔軟的那一塊，難道其實是最容易榨癟榨乾、壓好壓滿的那塊？

 ★蔡英文勞動政策監督平台>>http://bit.ly/2pVYsvb
★執政一年 勞動政見落實1件？>>http://bit.ly/2qZfhXW

蔡英文 Tsai Ing-wen 中華民國行政院 賴清德 民進黨立法院黨團 勞動部  ＃勞權 ＃過勞之島 ＃一例一休 ＃勞工 ＃報導者","2017-11-07T02:34:31+0000","photo","https://www.facebook.com/twreporter/photos/a.1983269291920933.1073741847.1646675415580324/1983712898543239/?type=3","報導者 The Reporter added 2 new photos.",77,3,12760
"16","報導者 The Reporter","【讀者投書】

「讀書可以扭轉命運，你為什麼不讀書？」「你得到社會這麼多的幫助，你不是應該好好讀書？」

如果要試著回應安置機構的孩子為何無法好好讀書，我想，「創傷」足以回答大部分的疑問。可能是因為前一天出庭，或是前一晚自殘、抑鬱、失眠<U+22EF><U+22EF>

＃多些理解孩子的路就有機會走得更平穩  ＃求生存的童年 ＃善牧  ＃報導者","2017-11-07T00:30:01+0000","link","https://www.twreporter.org/a/opinion-why-not-study",NA,697,5,160
"17","報導者 The Reporter","【懶人包】一例一休急轉彎 勞權倒退30年！http://bit.ly/2zhJdCh

一例一休才上路沒多久，最近又要大修？而且這次修法竟是又來個倒退嚕，比沒有一例一休的時候更糟糕，跟薪資水準一樣回到30年前？！蔡英文曾說，勞工是她心中最柔軟的那一塊，難道其實是最容易榨癟榨乾、壓好壓滿的那塊？

 ★蔡英文勞動政策監督平台>>http://bit.ly/2pVYsvb
★執政一年 勞動政見落實1件？>>http://bit.ly/2qZfhXW

蔡英文 Tsai Ing-wen 中華民國行政院 賴清德 民進黨立法院黨團 勞動部  ＃勞權 ＃過勞之島 ＃一例一休 ＃勞工 ＃報導者","2017-11-06T06:34:09+0000","photo","https://www.facebook.com/twreporter/photos/a.1983269291920933.1073741847.1646675415580324/1983269308587598/?type=3","報導者 The Reporter added 11 new photos.",1321,51,12760
"18","報導者 The Reporter","【美國再度發生重大槍擊案，槍枝管制議題又浮出】

週日（11/5）上午，德州小鎮教堂發生大規模槍擊事件，造成至少26人喪生，逾20人受傷。

美國前不久才發生過賭城槍擊案，如今再度發生嚴重槍擊死傷事件，究竟槍枝暴力問題為何無解？擁槍派、反槍派為何都說自己才具有正當性？美國憲法到底怎麼寫的？

＃無止盡的重複上演 ＃舊文重推 #鄉勇式正義 #槍枝管制 #國際新聞 #報導者 #德州槍案","2017-11-06T03:46:33+0000","link","https://www.twreporter.org/a/opinion-behind-gun-rights",NA,137,2,22
"19","報導者 The Reporter","【這裡，是年輕人的「暫時自治區」】

「我是一個東南亞出生的韓國人。在海外時，我以為韓國是先進的國家，但到這裡後才發現，並非如此。

大學…只是高中狀態的延長。畢業後失業率高，很多年輕人只能在便利商店、餐廳打工…永遠無法真正往上爬。

因此，現在有很多學生不認同 #主流學校教育，他們會說：為什麼我們只能學習他們要我學的東西，為什麼我不可以學我想學的？」

#另類教育 #實驗教育 #地獄朝鮮 #年輕人 #中輟生 #報導者 韓半島新聞平台 <U+D558><U+C790><U+C791><U+C5C5><U+C7A5><U+D559><U+AD50> haja production school","2017-11-06T00:50:00+0000","link","https://www.twreporter.org/a/high-risk-youth-korean-solution",NA,605,0,89
"20","報導者 The Reporter","【從雲彩到飛夢林 他們這樣陪孩子走一段】

家庭失能的孩子像活在荒島，只能自己長大，用兇狠武裝保護自我。但有群人試著化解孩子心中的怨恨，除了吃飽穿暖，也用音樂發揮魔力，或提供「家」的溫暖，讓他們前往自己的方向<U+22EF><U+22EF>

＊字幕勘誤：影片3分57秒處，少年說的是 「法仔鼓（小法陣頭敲的鼓）」，非 「花拉鼓 (花鼓陣)」。

<ed><U+00A0><U+00BD><ed><U+00B1><U+008A> 離開機構之後 只能一個人奮鬥>>http://bit.ly/2z9J5or
<ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> ＃香港 社工在街頭 跟黑社會搶人>>http://bit.ly/2zayN7p
<ed><U+00A0><U+00BD><ed><U+00B1><U+0081>【更多 ＃廢墟裡的少年 專題】>>http://bit.ly/2zmPT2u
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F>【#贊助我們 製作更多深度報導】
>>http://bit.ly/supporttwreprter

＃吃飽穿暖是基本 ＃需要理解尊重建立自尊才能活得像人 #報導者 #非行少年 #少年犯罪 #關鍵時刻如果有人拉他們一把 #高風險家庭 #保護孩子應該是國家不惜成本都該做的事  ＃雲彩少年學園 
飛夢林青年咖啡/Family Youth Cafe  飛夢林家園 family 飛夢林學園","2017-11-05T13:56:52+0000","video","https://www.facebook.com/twreporter/videos/10156017412684448/",NA,554,3,87
"21","報導者 The Reporter","【蔡中岳專欄】

193拓寬案，是近年來在花蓮縣環保局內審查最多次的案件。糾結了2年，這回花蓮縣政府做出的決定性改變，就是避開大部分的現有193線道往西側移動，準備舉債蓋一條沒錢蓋也沒必要的路。

爭取改善不拓寬，共創幸福193 #西部有浪漫台3線東部有浪費台3線 花東發聲台 花蓮好好玩 花蓮旅人誌
#花蓮 #花蓮王 #193縣道 #環境 #報導者","2017-11-05T04:00:00+0000","link","https://www.twreporter.org/a/opinion-hualien-193-eia-pass",NA,396,10,92
"22","報導者 The Reporter","【#閱讀現場 X 一本書店】

年少時閱讀，不知道跟誰分享；後來遇見另一個喜愛閱讀的人，聊著彼此看的書，邊界開始拓展；再後來，多了一個小孩也加入閱讀行列。這才明白，原來成長時的閱讀，可以不鬱悶也不孤單<U+22EF><U+22EF>

#閱讀人生路 ＃報導者","2017-11-04T13:00:01+0000","link","https://www.twreporter.org/a/bookreview-reading-generation",NA,139,0,9
"23","報導者 The Reporter","【改變，源自一個基層教育工作者的心痛與無力】

涂志宏剛當國中老師時，因身形壯碩，總被派去處理「#問題學生」。
當時有個奇怪的男孩常常來「討打」，問他為什麼？男孩說，每次被打前，老師都會叨念幾句，讓他感覺有人關心...。

天天面對這些家庭、學校都接不住的孩子，涂志宏問自己：他們需要什麼？

秘少年為何走進幫會？ http://bit.ly/2iTojCQ
秘「#廢墟裡的少年」專題 http://bit.ly/2zmPT2u
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F>#贊助我們 http://bit.ly/supporttwreprter

#報導者 #非行少年 #少年犯罪 #關鍵時刻如果有人拉他們一把 #高風險家庭 #保護孩子應該是國家不惜成本都該做的事 
飛夢林青年咖啡/Family Youth Cafe 飛夢林家園 family 飛夢林學園","2017-11-03T13:33:00+0000","link","https://www.twreporter.org/a/high-risk-youth-family-youth",NA,547,4,99
"24","報導者 The Reporter","【香港社工如何能主動出擊、接住少年？】

香港 #外展社工 跟你想的不一樣。
他們不先去評判少年的交友和選擇，而是想盡辦法融入少年，或在街頭玩滑板，或者直接拿手機湊過去問「你玩 #英雄聯盟 嗎？我們一起玩好不好。」

他們願意花時間等，等少年敞開心胸、等待改變。

【更多《#廢墟裡的少年》專題內容】http://bit.ly/2zmPT2u
【#贊助我們】http://bit.ly/supporttwreprter

#自殺 #香港 #電玩 #政府支持很重要 #強大工會很重要 #社工 #報導者 #保護孩子應該是國家不惜成本都該做的事","2017-11-03T10:00:01+0000","link","https://www.twreporter.org/a/high-risk-youth-hongkong-solution",NA,896,18,114
"25","報導者 The Reporter","【#零中輟，反而拒絕了少年們？】

為了讓學校正視 #中輟生 需求，從 #教育部 到地方政府都很重視學校的中輟率。
但現實是，學校沒有資源人力接住孩子，「零中輟」變成業務壓力，為了「#做出漂亮數字」，或隱匿通報或拒絕中輟生。

【#延伸閱讀：怎麼解決問題？】

<ed><U+00A0><U+00BC><ed><U+00B7><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00BC><U+FE0F>在主流教育外，創造屬於不同孩子的路> 
 http://bit.ly/2A8rKts
<ed><U+00A0><U+00BC><ed><U+00B7><U+00B0><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><U+FE0F>讓中輟生自己決定學什麼> http://bit.ly/2ipT8em

#報導者 #實驗教育 #另類教育 #幫孩子找舞台 #廢墟裡的少年
教育部青年發展署 飛夢林青年咖啡/Family Youth Cafe 飛夢林家園 family 孩子的書屋 #陳爸 五味屋","2017-11-03T01:12:01+0000","link","https://www.twreporter.org/a/high-risk-youth-zero-dropouts",NA,672,8,111
"26","報導者 The Reporter","【在台灣，還有多少個土豆們？】

太早進入社會，也太過疲憊，他早已放棄復學的可能。
活著，是他每天的功課。

★幫會裡的少年兄──「那時如果老師拉住我，我就不會這樣了」>> http://bit.ly/2iTojCQ
★最新專題！#廢墟裡的少年>> http://bit.ly/2zmPT2u
【#贊助我們】http://bit.ly/supporttwreprter

#報導者 #高風險家庭 #保護孩子應該是國家不惜成本都該做的事 衛生福利部","2017-11-02T12:16:00+0000","link","https://www.twreporter.org/i/high-risk-youth-life-is-a-struggle",NA,928,13,195
"27","報導者 The Reporter","【當政府的照顧只做半套...我們只能說服自己孩子都過得很好？】

「我已經很久沒有夢想了。」16歲的之翰已經失業2個月，曾經窮到兩天只吃一餐。他只要看見店家徵人就去投履歷，但投完5本履歷，還是沒人雇用他。

至去年為止，約有5千多名 #離院兒少 需要後續追蹤，但真正被照顧到的有多少？

+++關心這項議題嗎？今晚八點，請打開電視！+++
《報導者》記者將在公視有話好說節目詳談「台灣童工問題」

【更多《#廢墟裡的少年》專題內容】http://bit.ly/2zmPT2u
【#贊助我們】http://bit.ly/supporttwreprter

#看看英國再看看台灣 #安置機構 #沒有選擇 #大佛普拉斯
#高風險家庭 #保護孩子應該是國家不惜成本都該做的事 #報導者
蔡英文 Tsai Ing-wen 賴清德  台灣少年權益與福利促進聯盟 陳建仁 Chen Chien-Jen 許毓仁","2017-11-02T09:35:01+0000","link","https://www.twreporter.org/a/high-risk-youth-survive-battle",NA,1071,12,306
"28","報導者 The Reporter","【為了賺錢，他到多明尼加做詐騙】http://bit.ly/2iTojCQ
「19歲那年，我第一次出國，不是旅遊而是去做詐騙。
我的想法很簡單，如果能賺一筆大錢，我就能讓我們家好起來。」

是什麼原因讓少年成為犯罪者？我們能如何接住這群下墜中的孩子？
請看完整報導>> http://bit.ly/2iTojCQ

★更多《#廢墟裡的少年》專題內容>> http://bit.ly/2zmPT2u
【#贊助我們】http://bit.ly/supporttwreprter

#關鍵時刻如果有人拉他們一把
#報導者 #黑道 #堂口 #毒品 #詐騙  #非行少年 #少年犯罪","2017-11-02T03:05:02+0000","video","https://www.facebook.com/twreporter/videos/1981509985430197/",NA,790,4,88
"29","報導者 The Reporter","【《報導者》深度專題：#廢墟裡的少年】 http://bit.ly/2zmPT2u

15歲那年，他的父親、阿嬤相繼過世，只得設法養活自己：鋪校園PU跑道、到山上搬菜、在工地運水泥，後來則在 #噴農藥。

台灣約有2萬名少年，跟他一樣，過著和自己年紀極不相稱的生活…

【更多《廢墟裡的少年》專題內容】http://bit.ly/2zmPT2u
【#贊助我們】http://bit.ly/supporttwreprter

本專題獨家授權《今周刊》刊登部分精彩內容！

#高風險家庭 #保護孩子應該是國家不惜成本都該做的事 #報導者
蔡英文 Tsai Ing-wen 賴清德 劉建國 葉大華 台灣少年權益與福利促進聯盟 陳建仁 Chen Chien-Jen 許毓仁","2017-11-01T13:00:00+0000","video","https://www.facebook.com/twreporter/videos/10208156451709466/",NA,3630,85,2940
"30","報導者 The Reporter","#影片【生活中、工作中，無所不在的致癌危機】

1989年，台灣將「#石綿」列為 #有害物質，但至今，我們的生活環境仍四處可見石綿瓦、石綿板等老舊建材，相關行業工作者仍暴露於致命的石綿粉塵中。

在日本，只要證明曾在石綿暴露的環境中工作，即能申請 #職業災害；但在台灣，就算有醫生診斷證明也不一定能獲得救濟，而且很多勞工不知道自己得了 #職業病！

#拆船業 #裝潢業 #建材業 #汽車維修業 #拆除業 #勞工 台灣職業安全健康連線 #惡性間皮瘤 #報導者","2017-11-01T03:43:44+0000","link","https://www.twreporter.org/a/bookreview-occupational-disease-asbestos",NA,426,1,65
"31","報導者 The Reporter","【＃羅興亞難民營現場】

香港護理師趙卓邦，是參與當地醫療援助的唯一華人。他經歷過巴基斯坦、葉門的戰區，也曾在西非賴比瑞亞的 #世紀病毒伊波拉 中命懸一線，但在 ＃孟加拉 的羅興亞難民營裡，他卻看到未曾見過的迷茫狀態....

無國界醫生 / Medecins Sans Frontieres (MSF)  無國界醫生 （台灣） / Medecins Sans Frontieres （Taiwan） ＃報導者","2017-10-31T03:33:01+0000","link","https://www.twreporter.org/a/interview-msf-rohingya",NA,707,6,105
