"","from_name","message","created_time","type","link","story","likes_count","comments_count","shares_count"
"11","Initium Media 端傳媒","【#特約企劃：2017 香港法國電影節】 http://bit.ly/2yBiRaZ

影展策劃很難不受社會議題影響，每一個策展人都可以感受到當下不同社會事件發酵帶來的討論！

今年選片內容大量討論性別議題，以開放包容的創作態度，結合法國人獨特的生活哲學，勾勒出法國電影2017年的輪廓。

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒  #法國電影","2017-11-14T05:30:00+0000","link","http://bit.ly/2yBiRaZ",NA,18,0,3
"12","Initium Media 端傳媒","【野餐、溜冰，在柏林，市民在公共空間這樣玩<U+22EF><U+22EF>】http://bit.ly/2yViiwS

每逢週末，柏林市民在舊機場 Tempelhof Flughafen自由進出，盡情利用這片曠野。

這片沒有經濟效益的巨大空地，由於93％的市民反對興建，因而得以保留。

開放空間在歐洲都市討論中，是無為而治、讓市民休憩玩耍的日常用地，也是社會運動的基地。
============================
▍限時特惠，一天1港幣暢讀端 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒 #深度","2017-11-14T05:00:00+0000","photo","https://www.facebook.com/theinitium/photos/a.497892530387304.1073741828.466505160192708/910830339093519/?type=3","Initium Media 端傳媒 added 4 new photos.",64,0,6
"13","Initium Media 端傳媒","【「佔領華爾街」一度轟轟烈烈，為何最後黯然收場無人在意？】

2011年的「佔領華爾街」運動對很多人來說，昭示<U+7740>一個真正民主、包容的社運時代的到來。很多運動參與者認為，具體的政策訴求是什麼並不重要，堅持討論和直接民主的運動形式本身，就是最重要的訴求……

但是，當運動參與者強調「這場運動屬於所有人」時，代表著參與者之間極難達成共識，缺乏成型的組織結構和決策機制，註定運動無法將人們在街頭的熱情轉化為政治力量，往往黯然收場。

 那麼，這種社運的無政府主義影響在哪裏？還會成為未來社運的主流嗎？

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-14T04:30:00+0000","link","http://bit.ly/2hxVUSG",NA,70,4,24
"14","Initium Media 端傳媒","【郭憬憲：「為什麼示威是錯的？這好像是我血液中的問號。」】

專愛打示威官司的大律師郭憬憲執業19年，起初一年只接一兩宗示威案，但近幾年，一年可以接十幾宗。而且他對比發現，以往傾向於「減壓」判以社會服務令來處理社會運動，如今大多「加壓」重刑以對。

郭憬憲說，這與其說是香港司法受到政治壓力，還不如說，是司法界和法律工作者出於執業訓練等，長期習慣維護專業，避談政治，在專業的高牆內，眾人都患上了集體無意識……

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-14T04:00:00+0000","link","http://bit.ly/2yAPrd2",NA,115,1,36
"15","Initium Media 端傳媒","【專訪王柯：誤解「民族國家」而誕生的「中華民族」】

為何近代中國的設計者大多留學日本而非歐美？在「民族主義」的大旗下，中國知識分子建構起來的「中華民族」概念，卻根本上「來自日本的對近代國家的誤會」，這一概念讓中日民族主義的敵對狀況至今不休……

王柯：「第一，日本教給了中國『中華民族』這個詞，本身就是指，把漢人等同於中國。比如像『漢奸』這樣的說法，連慈禧太后都會用『漢奸』來指代。

『中華民族』等同於漢族，大量的人沒有意識到不是這樣的，他們就認為是這麼回事。於是，就等同於漢人的利益。近代民族主義導致周邊的人離心離德，就是大漢族主義，因為不公平，不平等。」

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-14T03:01:05+0000","link","http://bit.ly/2zFTCHw",NA,187,9,43
"16","Initium Media 端傳媒","【早報：美國共和黨內鬥，麥康奈爾要求被控性侵少女的穆爾退選反被回嗆 】http://bit.ly/2yY6fyC

一覺醒來美國共和黨又內鬥了？

1. 至少4名女性出面指控美國阿拉巴馬州參議員共和黨候選人羅伊·穆爾（Roy Moore）性侵甚至「強姦」，多名共和黨參議員要求穆爾退選。

2. 中國將與東盟國家正式談判南中國海行為準則。特朗普想當南海問題中間人，被中國外交部回擊。

3. 英國政府將允許國會對英國與歐盟達成的「脫歐」協議進行辯論、審議及投票。

4. 比爾蓋茲（Bill Gates）旗下投資公司在美國亞利桑那州購買2.5萬英畝土地，將打造「智慧城市」。

5. 世界盃預選賽附加賽，四星意大利隊慘遭瑞典隊淘汰，時隔60年再度無緣世界盃決賽圈。

6. iPhone X 被指在低溫下會出現屏幕觸碰不靈，蘋果公司表示將升級軟件解決問題。

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA

#端傳媒 #早報","2017-11-13T23:18:44+0000","link","http://bit.ly/2yY6fyC",NA,41,0,0
"17","Initium Media 端傳媒","#晚安小端","2017-11-13T15:30:01+0000","photo","https://www.facebook.com/theinitium/photos/a.497892530387304.1073741828.466505160192708/910945115748708/?type=3",NA,413,4,33
"18","Initium Media 端傳媒","▇ ▇#圓桌話題：江歌案劉鑫被網民審判，你怎麼看？
▇ ▇點擊進入討論：http://bit.ly/2mmhbQD 
中國留學生江歌在日本東京的寓所門口被殺害，江歌室友劉鑫的前同居男友陳世峰被日本警方拘捕起訴。好友在門外被刺傷而自己未出門的劉鑫被大量網民指摘。

媒體披露了25段對江歌母親與其室友劉鑫的採訪影片，劉鑫表示生活中不斷的騷擾已讓她與家人無法承受。

有人指責劉鑫沒有悔過的態度，有人認為輿論關注劉鑫模糊了本應是焦點的兇手，你怎麼看這一場網絡的道義審判？
============================
▍限時特惠，一天1港幣暢讀端 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-13T12:41:46+0000","link","http://bit.ly/2mmhbQD",NA,69,10,25
"19","Initium Media 端傳媒","【晚報：東盟峰會主席聲明草案曝光，羅興亞族人道危機僅草草帶過】http://bit.ly/2AAdQA0

工作了一天，看看今天不能錯過的新聞：

1. 第31屆東盟峰會（ASEAN Summit）今天揭幕。路透社曝光由東道國菲律賓撰寫的東盟峰會主席聲明草案，其中就緬甸羅興亞族人道危機僅草草帶過。

2. 中紀委網站今天發出公告，指中國新聞社原黨委書記、原社長劉北憲嚴重違反黨紀國法，遭開除黨籍處分，並取消其退休待遇，將其涉嫌犯罪問題、線索移送司法機關依法辦理。

3. 南韓聯合參謀本部指，1名北韓軍人於今天下午在板門店共同警備區域（JSA）一個哨站、跨越兩韓邊界線，抵達南韓一方的「自由之家」，並向南韓投誠。

4. 伊拉克東北部鄰近伊朗邊境地區發生黎克特制7.3級地震（即台灣芮氏規模7.3），在兩伊合共造成的死亡人數增至最少342人，另有逾4000人受傷。

5. 香港多份報章今天報導，香港城市大學提供予排名機構 Quacquarelli Symonds（QS）的學生人數與教資會數據相差逾4000人，被質疑報細數、降低師生比例，以獲取較佳評分。

#端傳媒 #晚報

=======================
▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA","2017-11-13T10:44:01+0000","link","http://bit.ly/2AAdQA0",NA,35,0,5
"20","Initium Media 端傳媒","【熱帶蝴蝶驚現香港，全球暖化離你有多遠？】

別看圖中的蝴蝶美麗，背後卻有隱憂……

據報導，香港早前在大嶼山沙螺灣發現一般只在熱帶地方出現的「斯米玳灰蝶」，這是香港有記錄以來首次發現的新品種。

「斯米玳灰蝶」過去主要分佈在印度、緬甸、泰國、老撾（寮國）、越南、北澳洲及馬來西亞等地；而地處副熱帶地區的香港此前從未發現相關蝴蝶。

環團表示，近年香港氣溫屢創新高，這次在港發現新品種蝴蝶，相信與氣候暖化有極大關係。

你還記得2016年初在香港飄起的一場雪，僅僅半年後香港就經歷了連續超過181小時的高溫，極端天氣不斷來襲。一隻熱帶蝴蝶現身，將會給你的日常帶來什麼變化？

【相關閱讀】
【十年，香港極端氣候預言成真……】http://bit.ly/1ZXJstV
【耳朵聽到的熱：氣候樂章話你知，香港如何越來越熱？】http://bit.ly/1nmGn4X

圖片來源：環保協進會
▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-13T10:00:00+0000","photo","https://www.facebook.com/theinitium/photos/a.497892530387304.1073741828.466505160192708/910950765748143/?type=3",NA,52,2,12
"21","Initium Media 端傳媒","【重視投資的香港年輕人，不再認為社會是平等的】http://bit.ly/2ywitdr

在一項調查中，受訪的香港年輕人近八成均認為懂得投資的人更容易向上流動，近六成認同很難不投資而只靠工作改變生活。

他們對投資的重視，並非因為消費物質主義，在於他們目睹了社會的金融化以及金融化下產生的不公平現象。

圖：端傳媒設計部
============================
▍限時特惠，一天1港幣暢讀端 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒 #深度","2017-11-13T06:00:00+0000","photo","https://www.facebook.com/theinitium/photos/a.497892530387304.1073741828.466505160192708/910858049090748/?type=3","Initium Media 端傳媒 added 2 new photos.",79,1,8
"22","Initium Media 端傳媒","2017年11月11日，波蘭首都華沙，六萬多名右翼示威者在波蘭獨立日慶典活動舉行期間發起民族主義遊行，揮動波蘭旗及高舉寫有白人至上主義口號的標語。<U+2800>
<U+2800>
November 11, 2017 - 60,000 nationalist protesters burn flares, wave Polish flags, and held banners that read ""White Europe, Europe must be white"" during the annual march to commemorate Poland's National Independence Day in Warsaw, Poland.<U+2800>
<U+2800>
攝：Janek Skarzynski/AFP/Getty Images<U+2800>
<U+2800>
#波蘭 #華沙 #獨立日 #右翼 #白人至上主義 #示威 #民族主義 #端傳媒 #端影像 #Poland #Warsaw #Independence #White #Supremacy #Right #Nationalist #Protest #Initium #InitiumPhoto","2017-11-13T05:59:08+0000","photo","https://www.facebook.com/theinitium/photos/a.497892530387304.1073741828.466505160192708/910888089087744/?type=3",NA,27,1,3
"23","Initium Media 端傳媒","【首相安撫不了的加泰，他們為何仍堅持獨立？】

隨著西班牙政府直接管制加泰隆尼亞並囚禁加泰領導人，昨日西班牙首相首次前往加泰首府巴塞隆拿發表演講鼓勵民眾在下個月的選舉中用選票驅逐獨立勢力。

然而就在首相造訪的前一天，當地爆發大規模抗議活動，數十萬名支持獨立的人士走上街頭。

這群身披支持獨立的旗幟持續抗議的人是誰？他們為何訴求獨立？

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-13T05:12:15+0000","link","http://bit.ly/2gzYMxP",NA,32,1,2
"24","Initium Media 端傳媒","【「領展」聲名狼藉，而在投資者中卻大受歡迎】

香港社會普遍批判屋<U+90A8>商場加租、連鎖霸權、小店絕跡等現象，但「領展」卻是一隻表現很好的股票。

而且，它那些為人詬病的做法，很可能正是它能賺錢、股價持續上升的原因，在財經版面上被評為「買得過」。

金融化的社會需要大眾成為投資者，所以它需要通過各種論述和文化實踐來建構一個懂得投資的「模範市民」主體。而要建構這個論述和形象，媒體的作用自然不可忽視。
▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-13T04:00:05+0000","link","http://bit.ly/2ywitdr",NA,32,0,7
"25","Initium Media 端傳媒","【「亞洲沒有公共空間」？德國人這麼對待他們的閒置空間】http://bit.ly/2yViiwS

假如台北或香港突然多出一塊空地，你會怎麼希望怎麼使用它？

這十年來在台灣的閒置空間再利用，最常見的答案就是，委託民間 ROT 搖身變成文創商場。而且，這或許也就是我們對於閒置的公共空間最習慣的想像。

開放空間到底是什麼？亞洲不同城市都有討論，可是到了歐洲之後，才發現各自對開放空間的定義和理解根本不一樣……

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-13T03:00:00+0000","link","http://bit.ly/2yViiwS",NA,258,4,50
"26","Initium Media 端傳媒","【早報：40名英國保守黨議員同意簽署首相不信任函，將促使文翠珊下台？】http://bit.ly/2zBPGYu

一覺醒來文翠珊地位更加岌岌可危了？

1. 英國保守黨40名議員同意簽署針對首相文翠珊（Theresa May）的不信任函；若簽署人數達到48人，則將觸發保守黨黨魁選舉程序，有可能導致文翠珊下台。

2. 普京與特朗普在 APEC 峰會多次短暫接觸，但未能舉行正式會晤。特朗普信任普京程度超過自家情報機構，被批已被普京操控。

3. 美國3艘核動力航母挺進朝鮮半島東部海域，11日至14日期間與南韓及日本分別進行軍事演習。

4. 黎巴嫩總理哈里里（Saad Hariri）繼4日出訪沙特期間意外宣布辭職、被懷疑遭到沙特軟禁後，12日終於接受採訪，自稱未被限制自由，將很快回國。

5.  伊拉克北部近伊朗邊境地區發生黎克特制7.2級地震，造成至少61人死亡。

6. 繼西班牙中央政府宣布對加泰隆尼亞實施直接管制以來，西班牙首相拉霍伊（Mariano Rajoy）首次前往加泰首府巴塞隆拿，為議會選舉造勢。

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA

#端傳媒 #早報","2017-11-12T23:05:50+0000","link","http://bit.ly/2zBPGYu",NA,84,0,6
"27","Initium Media 端傳媒","【端傳媒 x 農業創新黑客松】

台灣的科技創新能力，一直走在世界前端，但卻相對缺少與農業領域跨界整合的經驗，如果能與青年農民返鄉熱潮合流，讓青農x科技發揮加乘效果，突破小農單打獨鬥困境、提升農業生產效率與質量，將會是台灣農業華麗轉身的前奏曲。

「今天不挖土，我們挖資料」農業創新黑客松 Farm Hackathon 熱烈報名中！

‧ 農創松｜活動官網 http://bit.ly/2AAKzWu
‧ 農創松｜活動報名 http://bit.ly/2zC9QPZ

#端傳媒 #農創松","2017-11-12T10:00:00+0000","link","http://bit.ly/2hnKDRj","Initium Media 端傳媒 with 農業創新黑客松 Farm Hackathon.",58,1,7
"28","Initium Media 端傳媒","2017年11月11日，停戰紀念日，英國倫敦西敏寺的<U+7EAA>念墓地在11月9日舉行紀念活動，參與者在貼有虞美人花的十字架上寫上祝福語，紀念兩次世界大戰時陣亡的士兵。虞美人花（Poppy）在一戰時最慘烈的比利時法蘭德斯戰場盛開，而且花的紅色正代表著戰壕裡流著的鮮血。

攝：Daniel Leal-Olivas/AFP/Getty Images

============================
▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA

#端傳媒","2017-11-12T09:31:00+0000","photo","https://www.facebook.com/theinitium/photos/a.466514466858444.1073741827.466505160192708/910458082464078/?type=3","Initium Media 端傳媒 updated their cover photo.",110,1,7
"29","Initium Media 端傳媒","【未成年做父母，是自由還是盲目？端的讀者這樣看】

大陸影音社群APP「快手」湧現未成年媽媽，引起關注。她們在直播中展示隆起腹部，超聲波診斷報告等懷孕資料，一位網名叫「青檸味的小冰妹」的懷孕主播僅有14歲。

這些00後「寶媽寶爸」雖育有嬰孩，但根據法例，他們無法領取結婚證。小孩出生在這個環境下，是否能正常成長？何時生育關乎法律，還是關乎性教育？我們早前在圓桌發起了討論，來聽聽他們怎<U+9EBD>看。

============================
▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-12T09:00:00+0000","link","http://bit.ly/2i7bGRp",NA,62,0,10
"30","Initium Media 端傳媒","【#精選讀者留言】過去一週，10段最有意思的讀者留言

▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-12T08:00:00+0000","link","http://bit.ly/2yUyoXj",NA,78,4,4
"31","Initium Media 端傳媒","【2017 網絡媒體高峰會：圍城下的網媒能如何守得住新聞自由】

雨傘運動過後，不同政治光譜的網媒紛紛搶佔社交平台 ，傳統媒體也相繼轉型，看似一個大巿場，有<U+7740>很多可能。這是真機會？還是像燒煙花似的假象？

當經營靠點擊 ，靠讀者捐款時 ，吸 like 似乎是生存之道，但寫新聞又何止吸 like 這麼簡單？ 引人反思的故事，往往是趕客之作，like 與新聞價值與倫理，如何選擇？媒介改變了，新聞採訪專業，是要死守，還是要跟著科技轉型？

12月3日，端傳媒總編輯張潔平、評論主編何錦源將會和香港網媒經營者、學者、資深傳媒人一起，聊聊香港的網絡空間，探討網媒生存之道。

時間：2017年12月3日(星期日） 2:00-6:30 PM

地點：香港兆基創意書院 （九龍聯合道135號）

報名鏈接：https://goo.gl/HQPs4G","2017-11-12T04:30:00+0000","link","https://goo.gl/HQPs4G",NA,47,2,3
"32","Initium Media 端傳媒","【愛慾錄】我希望影展包含所有的性取向 所有的性傾向

#柏林色情電影節 在 Monarch 酒吧落下帷幕。今年有份參展的酷兒導演范坡坡找到機會，對談電影節創辦人尤根<U+30FB>布魯寧 (Jurgen Bruning)。

你總可以看到尤根的身影，無論每天有多忙碌，他都會過來跟大家打招呼。尤根怎<U+69D8>看亞洲的色情片發展？柏林色情電影節又是如何開始的？

============================
▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-12T03:44:50+0000","link","http://bit.ly/2AxDLbw",NA,97,0,12
"33","Initium Media 端傳媒","【為何中國政府時而打壓抗議，時而稍作妥協？】

#莫哲暐：抗議是「安全閥」還是「星星之火」？「安全閥」的作用是釋放部分蒸汽以減去壓力，防止爆炸。抗議者能藉參與抗議發洩怒氣，減少不滿，但爆發抗議也容易引發連鎖效應。

因此抗議其實提供了兩種資訊：縱向和橫向。縱向資訊就是北京希望取得的；橫向則會引發連鎖效應，這是北京要遏止的。Peter Lorentzen繼而指出，在北京而言，抗議最好是「受控地焚燒」。

============================
▍用你選擇的媒體，決定你看見的世界 ▍
加入會員 <U+27A4> http://bit.ly/2lG8JeA
#端傳媒","2017-11-12T02:30:00+0000","link","http://bit.ly/2AxuvEa",NA,140,10,26
"34","Initium Media 端傳媒","【魯蛇的逆襲：喬治歐威爾的緬甸故事 #現正直播中！】

英國作家歐威爾在他的第一本小說《緬甸歲月》裏，以自身形象刻畫了一個「魯在緬甸」的青年弗洛里，他以賭博、追女生、窩在房間裡看小說、酗酒、和緬甸情婦廝混，排遣看不到未來的苦悶。20年後，他發表的《動物農莊》與《1984》等作品震撼歐洲。不禁讓人好奇，近百年前的那位又宅又魯的歐威爾，到底在緬甸經歷了什麼？

---------------------------------
緬甸深度遊報名：http://bit.ly/2xOgpRZ
【「殖民者」歐威爾的緬甸時光】http://bit.ly/2xqyAJ1
【獨立記者阿潑私藏的緬甸歲月】http://bit.ly/2h6Dd8d
【深入山林，認識緬甸少數族群】http://bit.ly/2iUNLrw
#端旅行 #深度遊 #緬甸","2017-11-11T11:47:52+0000","video","https://www.facebook.com/initiumtravel/videos/764686883723555/","Initium Media 端傳媒 shared Initium Travel 端旅行's live video.",66,2,0
